item,count,rank
130044,58,12247
32844,58,12247
45412,58,12247
135889,58,12247
188753,58,12247
183155,58,12247
5175,58,12247
5911,58,12247
101904,58,12247
3443,58,12247
69241,58,12247
185169,58,12247
5759,58,12247
109971,58,12247
52784,58,12247
160553,58,12247
131252,58,12247
8900,58,12247
127124,58,12247
62245,58,12247
172535,58,12247
72117,58,12247
65709,58,12247
99633,58,12247
172793,58,12247
4764,58,12247
170405,58,12247
101942,58,12247
69372,57,12324
146926,57,12324
142082,57,12324
61742,57,12324
69381,57,12324
69699,57,12324
101097,57,12324
83318,57,12324
99795,57,12324
63481,57,12324
143990,57,12324
64511,57,12324
94675,57,12324
84234,57,12324
133127,57,12324
82022,57,12324
88835,57,12324
183461,57,12324
88237,57,12324
102956,57,12324
95604,57,12324
160710,57,12324
152976,57,12324
92904,57,12324
439,57,12324
142602,57,12324
25906,57,12324
139915,57,12324
5845,57,12324
118101,57,12324
44597,57,12324
8140,57,12324
5595,57,12324
47330,57,12324
2981,57,12324
121155,57,12324
5432,57,12324
59834,57,12324
5285,57,12324
141761,57,12324
5262,57,12324
5195,57,12324
162344,57,12324
37626,57,12324
4548,57,12324
4491,57,12324
5753,57,12324
6075,57,12324
1820,57,12324
6076,57,12324
53406,57,12324
6925,57,12324
6745,57,12324
53352,57,12324
108579,57,12324
116839,57,12324
172879,57,12324
27620,57,12324
111734,57,12324
27695,57,12324
7312,57,12324
26370,57,12324
136556,57,12324
2486,57,12324
108200,57,12324
6147,57,12324
117511,57,12324
60389,57,12324
46194,57,12324
9008,57,12324
44241,57,12324
164983,57,12324
3888,57,12324
3595,57,12324
44243,57,12324
169958,56,12399
34330,56,12399
3899,56,12399
96473,56,12399
53592,56,12399
179287,56,12399
158962,56,12399
143309,56,12399
8780,56,12399
163931,56,12399
79927,56,12399
5549,56,12399
183695,56,12399
90929,56,12399
106234,56,12399
6557,56,12399
172909,56,12399
98400,56,12399
26049,56,12399
115437,56,12399
5374,56,12399
138202,56,12399
8583,56,12399
133139,56,12399
8847,56,12399
84621,56,12399
111245,56,12399
65660,56,12399
1360,56,12399
4087,56,12399
8892,56,12399
136335,56,12399
26256,56,12399
116807,56,12399
136443,56,12399
58576,56,12399
68858,56,12399
6221,56,12399
2156,56,12399
162982,56,12399
132652,56,12399
5887,56,12399
7408,56,12399
4026,56,12399
89194,56,12399
6445,56,12399
131470,56,12399
141402,56,12399
73718,56,12399
26125,56,12399
26123,56,12399
146642,56,12399
5512,56,12399
97946,56,12399
26710,56,12399
95756,56,12399
104636,56,12399
6968,56,12399
4937,56,12399
152163,56,12399
4375,56,12399
170263,56,12399
194975,56,12399
116529,56,12399
179779,56,12399
80834,56,12399
154939,56,12399
147831,56,12399
109607,56,12399
5185,56,12399
172743,56,12399
1315,56,12399
1434,56,12399
109461,55,12472
110899,55,12472
74355,55,12472
84957,55,12472
6906,55,12472
92094,55,12472
8828,55,12472
65155,55,12472
173879,55,12472
146682,55,12472
129013,55,12472
6449,55,12472
100717,55,12472
5834,55,12472
146684,55,12472
146040,55,12472
8655,55,12472
31892,55,12472
6355,55,12472
30721,55,12472
146210,55,12472
85540,55,12472
117877,55,12472
6151,55,12472
31042,55,12472
61319,55,12472
30952,55,12472
58439,55,12472
108085,55,12472
6342,55,12472
6024,55,12472
4528,55,12472
2850,55,12472
141166,55,12472
27875,55,12472
8823,55,12472
207830,55,12472
7839,55,12472
165069,55,12472
6096,55,12472
175387,55,12472
80181,55,12472
179301,55,12472
59912,55,12472
198153,55,12472
170024,55,12472
49330,55,12472
843,55,12472
78128,55,12472
114378,55,12472
132056,55,12472
143237,55,12472
84137,55,12472
8615,55,12472
103474,55,12472
3172,55,12472
97933,55,12472
8678,55,12472
8524,55,12472
8577,55,12472
27550,55,12472
2198,55,12472
92696,55,12472
5652,55,12472
5687,55,12472
161852,55,12472
25801,55,12472
25802,55,12472
73051,55,12472
8663,55,12472
3883,55,12472
109629,55,12472
4707,55,12472
1142,55,12472
33832,55,12472
7289,55,12472
101971,55,12472
4817,55,12472
179285,55,12472
34051,55,12472
6759,54,12552
159614,54,12552
134751,54,12552
80729,54,12552
98019,54,12552
61009,54,12552
89170,54,12552
2685,54,12552
3722,54,12552
27524,54,12552
27827,54,12552
58324,54,12552
159972,54,12552
179275,54,12552
83359,54,12552
27758,54,12552
26676,54,12552
6876,54,12552
152290,54,12552
162418,54,12552
734,54,12552
91873,54,12552
37287,54,12552
5190,54,12552
202155,54,12552
204704,54,12552
109802,54,12552
44582,54,12552
41912,54,12552
34696,54,12552
129313,54,12552
8422,54,12552
8407,54,12552
158382,54,12552
59547,54,12552
100322,54,12552
69438,54,12552
8380,54,12552
140627,54,12552
127084,54,12552
73270,54,12552
37335,54,12552
41336,54,12552
60405,54,12552
60463,54,12552
122104,54,12552
819,54,12552
40226,54,12552
145066,54,12552
193906,54,12552
39369,54,12552
134250,54,12552
4724,54,12552
4763,54,12552
55209,54,12552
90310,54,12552
3377,54,12552
86642,54,12552
8236,54,12552
115973,54,12552
70670,54,12552
170891,54,12552
105133,54,12552
5939,54,12552
164163,54,12552
46770,54,12552
5913,54,12552
128320,54,12552
142540,54,12552
7886,54,12552
66152,54,12552
7814,54,12552
108041,54,12552
70201,54,12552
8801,54,12552
190305,54,12552
42213,54,12552
7625,54,12552
107653,54,12552
1149,54,12552
188697,54,12552
1622,54,12552
45891,54,12552
32735,54,12552
190743,54,12552
6073,54,12552
7723,53,12638
177939,53,12638
205076,53,12638
26219,53,12638
26320,53,12638
83067,53,12638
96664,53,12638
65894,53,12638
895,53,12638
26204,53,12638
54378,53,12638
194238,53,12638
45664,53,12638
97470,53,12638
56511,53,12638
7890,53,12638
183597,53,12638
154051,53,12638
7131,53,12638
8669,53,12638
43552,53,12638
176919,53,12638
86279,53,12638
141812,53,12638
33119,53,12638
73515,53,12638
4606,53,12638
5813,53,12638
5819,53,12638
47836,53,12638
53453,53,12638
4556,53,12638
5856,53,12638
165831,53,12638
5091,53,12638
31747,53,12638
74582,53,12638
102245,53,12638
134867,53,12638
31188,53,12638
3057,53,12638
128736,53,12638
5186,53,12638
109733,53,12638
128695,53,12638
189071,53,12638
5278,53,12638
90939,53,12638
33629,53,12638
4860,53,12638
128912,53,12638
1134,53,12638
104685,53,12638
856,53,12638
5559,53,12638
31664,53,12638
5104,53,12638
170907,53,12638
6685,53,12638
6604,53,12638
3493,53,12638
48909,53,12638
76772,53,12638
48501,53,12638
105340,53,12638
57854,53,12638
69809,53,12638
68482,53,12638
3495,53,12638
70497,53,12638
175397,53,12638
83796,53,12638
52545,53,12638
133767,53,12638
78313,53,12638
116989,53,12638
78335,53,12638
129739,53,12638
76119,53,12638
6248,53,12638
175243,53,12638
6136,53,12638
985,53,12638
111389,53,12638
172881,53,12638
143239,52,12723
72159,52,12723
135264,52,12723
109576,52,12723
121235,52,12723
44421,52,12723
9001,52,12723
71246,52,12723
25767,52,12723
109390,52,12723
9002,52,12723
71533,52,12723
179925,52,12723
196937,52,12723
97779,52,12723
202101,52,12723
31894,52,12723
172699,52,12723
26803,52,12723
132569,52,12723
139106,52,12723
194762,52,12723
27713,52,12723
26417,52,12723
169400,52,12723
26346,52,12723
140942,52,12723
142366,52,12723
31104,52,12723
31160,52,12723
31991,52,12723
36523,52,12723
32395,52,12723
32781,52,12723
26153,52,12723
157853,52,12723
157881,52,12723
143440,52,12723
110194,52,12723
73049,52,12723
100336,52,12723
72491,52,12723
34648,52,12723
2234,52,12723
202237,52,12723
132146,52,12723
8240,52,12723
7287,52,12723
7479,52,12723
6520,52,12723
190017,52,12723
127110,52,12723
6603,52,12723
2910,52,12723
4684,52,12723
58850,52,12723
6965,52,12723
5183,52,12723
5714,52,12723
63194,52,12723
6717,52,12723
5706,52,12723
5659,52,12723
105703,52,12723
131451,52,12723
1143,52,12723
86723,52,12723
93750,52,12723
136501,52,12723
398,52,12723
176521,52,12723
8681,52,12723
7112,52,12723
61100,52,12723
129397,52,12723
115071,52,12723
3876,52,12723
85072,52,12723
402,52,12723
89377,52,12723
7251,52,12723
145094,52,12723
116503,52,12723
141714,52,12723
5342,52,12723
103972,52,12723
6206,52,12723
84880,52,12723
83450,52,12723
189889,51,12812
140038,51,12812
68612,51,12812
6823,51,12812
6835,51,12812
26861,51,12812
78344,51,12812
7053,51,12812
50886,51,12812
6897,51,12812
5592,51,12812
2679,51,12812
186947,51,12812
161586,51,12812
5725,51,12812
163925,51,12812
97966,51,12812
159976,51,12812
85763,51,12812
181751,51,12812
76147,51,12812
51857,51,12812
99413,51,12812
31584,51,12812
118173,51,12812
6000,51,12812
151765,51,12812
146604,51,12812
57695,51,12812
871,51,12812
115467,51,12812
57655,51,12812
47868,51,12812
181267,51,12812
66801,51,12812
202519,51,12812
1039,51,12812
5658,51,12812
130492,51,12812
1145,51,12812
56700,51,12812
7230,51,12812
7192,51,12812
26189,51,12812
7901,51,12812
4698,51,12812
4694,51,12812
96520,51,12812
8187,51,12812
7204,51,12812
127148,51,12812
127144,51,12812
174503,51,12812
4631,51,12812
49571,51,12812
171983,51,12812
4295,51,12812
70046,51,12812
88495,51,12812
4099,51,12812
188477,51,12812
80588,51,12812
3575,51,12812
127044,51,12812
763,51,12812
1795,51,12812
47493,51,12812
7900,51,12812
134945,51,12812
26378,51,12812
3025,51,12812
5194,51,12812
7878,51,12812
109627,51,12812
38046,51,12812
56474,51,12812
3149,51,12812
5302,51,12812
5037,51,12812
26257,51,12812
126008,51,12812
5277,50,12893
71991,50,12893
4261,50,12893
129820,50,12893
5567,50,12893
59753,50,12893
46912,50,12893
196611,50,12893
4435,50,12893
108899,50,12893
62378,50,12893
59621,50,12893
140747,50,12893
31038,50,12893
58381,50,12893
5972,50,12893
5964,50,12893
4507,50,12893
69498,50,12893
60198,50,12893
170597,50,12893
4892,50,12893
130518,50,12893
33113,50,12893
206805,50,12893
151199,50,12893
47117,50,12893
116849,50,12893
4536,50,12893
39529,50,12893
70637,50,12893
5857,50,12893
5084,50,12893
5173,50,12893
147246,50,12893
189549,50,12893
180037,50,12893
75816,50,12893
131842,50,12893
120468,50,12893
6704,50,12893
185569,50,12893
93126,50,12893
78332,50,12893
113216,50,12893
145140,50,12893
8649,50,12893
131444,50,12893
77810,50,12893
26021,50,12893
8572,50,12893
7893,50,12893
183497,50,12893
77841,50,12893
27044,50,12893
69830,50,12893
204692,50,12893
178063,50,12893
26109,50,12893
108318,50,12893
70366,50,12893
26128,50,12893
57453,50,12893
56786,50,12893
26966,50,12893
167636,50,12893
69227,50,12893
6272,50,12893
45611,50,12893
79029,50,12893
97132,50,12893
114046,50,12893
111913,50,12893
26345,50,12893
6391,50,12893
132335,50,12893
127315,50,12893
95670,50,12893
79299,50,12893
95133,50,12893
54872,50,12893
76860,50,12893
44844,50,12893
200638,50,12893
171925,50,12893
54833,50,12893
170153,49,12979
7739,49,12979
109596,49,12979
7821,49,12979
7490,49,12979
3242,49,12979
1470,49,12979
149723,49,12979
4851,49,12979
3305,49,12979
49766,49,12979
121308,49,12979
8794,49,12979
164655,49,12979
42761,49,12979
65796,49,12979
48972,49,12979
61136,49,12979
94837,49,12979
60654,49,12979
8702,49,12979
117849,49,12979
141251,49,12979
41753,49,12979
137457,49,12979
8692,49,12979
4307,49,12979
117308,49,12979
4413,49,12979
8677,49,12979
61312,49,12979
71695,49,12979
4542,49,12979
200630,49,12979
39796,49,12979
8478,49,12979
134601,49,12979
2569,49,12979
102354,49,12979
27124,49,12979
5798,49,12979
5350,49,12979
135643,49,12979
27238,49,12979
84304,49,12979
6656,49,12979
92371,49,12979
120827,49,12979
120815,49,12979
57550,49,12979
2742,49,12979
151501,49,12979
74475,49,12979
6600,49,12979
6471,49,12979
52413,49,12979
111259,49,12979
6388,49,12979
98963,49,12979
6354,49,12979
44881,49,12979
6256,49,12979
111373,49,12979
170943,49,12979
6161,49,12979
98175,49,12979
179411,49,12979
92751,49,12979
143369,49,12979
53766,49,12979
6090,49,12979
172671,49,12979
112655,49,12979
107052,49,12979
34246,49,12979
2608,49,12979
100277,49,12979
116975,49,12979
119966,49,12979
196067,49,12979
45192,49,12979
8760,49,12979
117107,49,12979
91304,49,12979
70695,49,12979
98013,49,12979
6729,49,12979
5701,49,12979
112436,49,12979
1723,48,13068
45533,48,13068
108647,48,13068
197491,48,13068
101531,48,13068
1768,48,13068
44153,48,13068
44568,48,13068
44595,48,13068
179163,48,13068
44671,48,13068
108243,48,13068
107949,48,13068
26901,48,13068
133357,48,13068
6011,48,13068
6055,48,13068
151593,48,13068
6087,48,13068
91929,48,13068
6174,48,13068
6207,48,13068
151707,48,13068
6463,48,13068
6487,48,13068
6822,48,13068
7133,48,13068
7455,48,13068
114680,48,13068
8137,48,13068
8202,48,13068
6029,48,13068
6009,48,13068
152866,48,13068
5929,48,13068
3853,48,13068
3560,48,13068
4120,48,13068
89580,48,13068
4538,48,13068
117928,48,13068
86762,48,13068
5622,48,13068
5695,48,13068
5789,48,13068
5806,48,13068
5848,48,13068
130582,48,13068
5850,48,13068
86237,48,13068
145384,48,13068
8818,48,13068
116859,48,13068
165961,48,13068
75446,48,13068
181601,48,13068
32263,48,13068
165669,48,13068
157407,48,13068
73885,48,13068
33168,48,13068
132965,48,13068
33435,48,13068
33760,48,13068
34411,48,13068
180367,48,13068
140212,48,13068
39777,48,13068
109183,48,13068
99058,48,13068
76151,48,13068
9014,48,13068
98838,48,13068
25736,48,13068
25812,48,13068
126584,48,13068
25972,48,13068
26195,48,13068
26245,48,13068
26259,48,13068
26448,48,13068
26483,48,13068
112473,48,13068
26989,48,13068
182615,48,13068
27004,48,13068
77788,48,13068
132584,48,13068
47566,48,13068
174423,48,13068
134230,48,13068
67504,48,13068
50356,48,13068
48229,48,13068
163585,48,13068
105477,48,13068
163955,48,13068
67907,48,13068
199307,48,13068
51321,48,13068
105715,48,13068
141822,48,13068
178355,48,13068
161918,48,13068
26834,47,13172
3419,47,13172
112488,47,13172
1448,47,13172
86066,47,13172
8881,47,13172
4253,47,13172
57706,47,13172
48584,47,13172
6019,47,13172
5978,47,13172
77496,47,13172
58808,47,13172
4935,47,13172
6465,47,13172
27112,47,13172
133205,47,13172
72718,47,13172
27198,47,13172
48035,47,13172
8747,47,13172
5844,47,13172
1071,47,13172
77672,47,13172
68069,47,13172
8683,47,13172
5756,47,13172
60322,47,13172
168910,47,13172
167470,47,13172
53880,47,13172
141050,47,13172
1903,47,13172
79769,47,13172
139098,47,13172
26188,47,13172
26197,47,13172
4050,47,13172
164606,47,13172
60133,47,13172
151645,47,13172
884,47,13172
26334,47,13172
160876,47,13172
129713,47,13172
26072,47,13172
26501,47,13172
45188,47,13172
112850,47,13172
166777,47,13172
194206,47,13172
141493,47,13172
6384,47,13172
3522,47,13172
150194,47,13172
172637,47,13172
136245,47,13172
182853,47,13172
6053,47,13172
80281,47,13172
195001,47,13172
6648,47,13172
161032,47,13172
2869,47,13172
38843,47,13172
127192,47,13172
7913,47,13172
5494,47,13172
3154,47,13172
31628,47,13172
43389,47,13172
137062,47,13172
4668,47,13172
3636,47,13172
64986,47,13172
31998,47,13172
33709,47,13172
658,47,13172
33688,47,13172
7288,47,13172
5239,47,13172
7232,47,13172
139847,47,13172
7197,47,13172
5200,47,13172
185171,47,13172
143647,47,13172
5188,47,13172
33340,47,13172
70927,47,13172
51503,47,13172
6830,47,13172
27644,47,13172
107987,47,13172
8664,47,13172
89985,47,13172
27646,47,13172
39779,47,13172
101258,47,13172
8488,47,13172
166020,47,13172
92637,47,13172
116004,47,13172
171581,47,13172
59173,47,13172
8381,47,13172
143868,46,13278
128366,46,13278
183087,46,13278
162160,46,13278
32509,46,13278
32464,46,13278
61398,46,13278
70295,46,13278
73900,46,13278
32686,46,13278
132997,46,13278
181357,46,13278
175669,46,13278
1743,46,13278
5204,46,13278
42172,46,13278
33296,46,13278
1156,46,13278
104518,46,13278
78895,46,13278
32162,46,13278
5259,46,13278
4924,46,13278
5519,46,13278
53355,46,13278
1138,46,13278
102941,46,13278
78247,46,13278
86864,46,13278
44655,46,13278
4173,46,13278
74818,46,13278
143275,46,13278
147244,46,13278
89638,46,13278
174703,46,13278
164933,46,13278
172667,46,13278
27095,46,13278
33823,46,13278
179417,46,13278
33801,46,13278
26593,46,13278
111630,46,13278
97388,46,13278
52813,46,13278
174141,46,13278
96868,46,13278
60032,46,13278
25830,46,13278
6492,46,13278
95182,46,13278
144760,46,13278
163020,46,13278
162726,46,13278
131464,46,13278
7837,46,13278
8993,46,13278
7774,46,13278
7368,46,13278
118710,46,13278
102286,46,13278
92841,46,13278
148867,46,13278
25926,46,13278
7407,46,13278
101079,46,13278
95165,46,13278
8804,46,13278
7922,46,13278
69466,46,13278
163941,46,13278
92481,46,13278
46839,46,13278
1849,46,13278
137761,46,13278
4861,46,13278
8444,46,13278
64273,46,13278
8421,46,13278
169902,46,13278
103819,46,13278
8745,46,13278
127021,46,13278
3954,46,13278
152055,46,13278
96114,46,13278
64321,46,13278
115130,46,13278
45942,46,13278
136471,46,13278
96510,46,13278
26059,46,13278
7203,46,13278
58123,46,13278
96407,46,13278
7170,46,13278
6277,46,13278
180263,46,13278
141950,46,13278
85298,46,13278
1720,46,13278
56869,46,13278
118512,46,13278
158530,46,13278
7097,46,13278
204294,46,13278
6417,46,13278
83601,45,13386
2556,45,13386
4362,45,13386
174491,45,13386
8374,45,13386
104583,45,13386
76132,45,13386
5709,45,13386
8448,45,13386
7184,45,13386
88339,45,13386
8462,45,13386
5518,45,13386
139620,45,13386
51207,45,13386
7342,45,13386
7917,45,13386
5124,45,13386
74641,45,13386
195847,45,13386
82976,45,13386
184925,45,13386
56350,45,13386
32385,45,13386
6911,45,13386
3650,45,13386
5336,45,13386
34170,45,13386
5345,45,13386
164280,45,13386
74653,45,13386
6926,45,13386
1832,45,13386
2543,45,13386
188187,45,13386
31594,45,13386
5386,45,13386
6903,45,13386
167990,45,13386
179901,45,13386
156819,45,13386
142993,45,13386
7274,45,13386
96834,45,13386
176943,45,13386
170815,45,13386
25951,45,13386
191359,45,13386
186305,45,13386
26675,45,13386
25960,45,13386
61215,45,13386
101210,45,13386
102798,45,13386
25820,45,13386
25908,45,13386
109723,45,13386
101763,45,13386
61018,45,13386
63989,45,13386
26737,45,13386
112749,45,13386
4913,45,13386
176887,45,13386
4107,45,13386
96415,45,13386
79929,45,13386
4096,45,13386
97302,45,13386
100485,45,13386
36539,45,13386
79874,45,13386
141836,45,13386
34643,45,13386
163094,45,13386
26251,45,13386
190945,45,13386
60311,45,13386
106254,45,13386
72612,45,13386
176349,45,13386
60745,45,13386
90071,45,13386
5774,45,13386
135823,45,13386
77353,45,13386
193445,45,13386
8714,45,13386
81364,45,13386
70726,45,13386
112277,45,13386
64241,45,13386
4938,45,13386
8769,45,13386
130588,45,13386
129749,45,13386
8896,45,13386
54617,45,13386
26938,45,13386
78081,45,13386
118256,45,13386
8964,45,13386
4931,45,13386
182679,45,13386
25742,45,13386
33321,44,13491
5148,44,13491
857,44,13491
160581,44,13491
165179,44,13491
110273,44,13491
175693,44,13491
5018,44,13491
33808,44,13491
4933,44,13491
107083,44,13491
87444,44,13491
1905,44,13491
36883,44,13491
4858,44,13491
121227,44,13491
60990,44,13491
61950,44,13491
6172,44,13491
6328,44,13491
161584,44,13491
96687,44,13491
6205,44,13491
26288,44,13491
79467,44,13491
113089,44,13491
194696,44,13491
132952,44,13491
126072,44,13491
559,44,13491
112890,44,13491
183077,44,13491
132362,44,13491
97326,44,13491
26577,44,13491
183661,44,13491
134158,44,13491
25765,44,13491
136345,44,13491
7309,44,13491
7399,44,13491
7488,44,13491
7995,44,13491
6834,44,13491
94401,44,13491
8454,44,13491
8619,44,13491
57476,44,13491
127088,44,13491
105855,44,13491
8694,44,13491
145028,44,13491
8758,44,13491
81195,44,13491
26581,44,13491
112689,44,13491
78445,44,13491
51917,44,13491
173429,44,13491
86982,44,13491
157176,44,13491
5318,44,13491
173499,44,13491
51455,44,13491
32060,44,13491
32149,44,13491
130347,44,13491
73983,44,13491
73879,44,13491
73824,44,13491
173823,44,13491
33134,44,13491
196081,44,13491
5467,44,13491
168348,44,13491
26728,44,13491
5590,44,13491
186339,44,13491
26765,44,13491
151507,44,13491
26858,44,13491
115941,44,13491
58870,44,13491
27096,44,13491
77780,44,13491
58898,44,13491
91537,44,13491
132594,44,13491
27528,44,13491
86478,44,13491
5727,44,13491
27571,44,13491
71650,44,13491
7110,44,13491
148980,44,13491
69552,44,13491
142628,44,13491
133361,44,13491
201200,44,13491
188317,44,13491
142843,44,13491
41815,44,13491
143031,44,13491
108289,44,13491
789,44,13491
44779,44,13491
3410,44,13491
88724,44,13491
3772,44,13491
69483,44,13491
3373,44,13491
135278,44,13491
134879,44,13491
45179,44,13491
46613,44,13491
60384,44,13491
45100,44,13491
188383,44,13491
773,44,13491
104408,44,13491
201729,44,13491
821,44,13491
170393,43,13613
140581,43,13613
7921,43,13613
150602,43,13613
134704,43,13613
47808,43,13613
113350,43,13613
7992,43,13613
6307,43,13613
51579,43,13613
6111,43,13613
93952,43,13613
26388,43,13613
119565,43,13613
144138,43,13613
96592,43,13613
175791,43,13613
87081,43,13613
173467,43,13613
26142,43,13613
167038,43,13613
109781,43,13613
96471,43,13613
109280,43,13613
5286,43,13613
3818,43,13613
3085,43,13613
115,43,13613
8696,43,13613
141874,43,13613
99964,43,13613
191113,43,13613
142070,43,13613
136656,43,13613
165441,43,13613
2309,43,13613
3184,43,13613
8771,43,13613
8660,43,13613
8762,43,13613
145142,43,13613
72360,43,13613
108056,43,13613
792,43,13613
158254,43,13613
6673,43,13613
55078,43,13613
171689,43,13613
131017,43,13613
140511,43,13613
72672,43,13613
1698,43,13613
1045,43,13613
72369,43,13613
47084,43,13613
6439,43,13613
123589,43,13613
1877,43,13613
95971,43,13613
5207,43,13613
204878,43,13613
148984,43,13613
201444,43,13613
196487,43,13613
57946,43,13613
110426,43,13613
121135,43,13613
25751,43,13613
31362,43,13613
96726,43,13613
58367,43,13613
185013,43,13613
2216,43,13613
92923,43,13613
3642,43,13613
7358,43,13613
129773,43,13613
26762,43,13613
144262,43,13613
107462,43,13613
5931,43,13613
5656,43,13613
7276,43,13613
180093,43,13613
106473,43,13613
163504,43,13613
4114,43,13613
60599,43,13613
57069,43,13613
7213,43,13613
86593,43,13613
62729,43,13613
148367,43,13613
83322,43,13613
47601,43,13613
98570,43,13613
198129,43,13613
44295,43,13613
27365,43,13613
109364,43,13613
30723,43,13613
55154,43,13613
100515,43,13613
128914,43,13613
78626,43,13613
56158,43,13613
132377,43,13613
72018,43,13613
51911,43,13613
78653,43,13613
184865,43,13613
115871,43,13613
31049,43,13613
31247,43,13613
31083,42,13727
205156,42,13727
53569,42,13727
95223,42,13727
33193,42,13727
27050,42,13727
62726,42,13727
6512,42,13727
182557,42,13727
191495,42,13727
79259,42,13727
156125,42,13727
151693,42,13727
2258,42,13727
73469,42,13727
143547,42,13727
5681,42,13727
189399,42,13727
139723,42,13727
81090,42,13727
130,42,13727
205303,42,13727
70970,42,13727
26380,42,13727
105028,42,13727
104097,42,13727
55061,42,13727
112245,42,13727
135848,42,13727
130580,42,13727
33930,42,13727
173137,42,13727
150694,42,13727
117194,42,13727
111852,42,13727
81182,42,13727
155830,42,13727
8770,42,13727
106471,42,13727
98126,42,13727
77893,42,13727
776,42,13727
79498,42,13727
26996,42,13727
52551,42,13727
98985,42,13727
199237,42,13727
140862,42,13727
60461,42,13727
183703,42,13727
89217,42,13727
101719,42,13727
54268,42,13727
78268,42,13727
78278,42,13727
70465,42,13727
54171,42,13727
153794,42,13727
170913,42,13727
150776,42,13727
173687,42,13727
43014,42,13727
99143,42,13727
167174,42,13727
26144,42,13727
112653,42,13727
178509,42,13727
43883,42,13727
6434,42,13727
206845,42,13727
92122,42,13727
132173,42,13727
142184,42,13727
71199,42,13727
6474,42,13727
26566,42,13727
139317,42,13727
5917,42,13727
80361,42,13727
170293,42,13727
148727,42,13727
3530,42,13727
139205,42,13727
53370,42,13727
95973,42,13727
43549,42,13727
3523,42,13727
6447,42,13727
3413,42,13727
86715,42,13727
120869,42,13727
32617,42,13727
25924,42,13727
5795,42,13727
91515,42,13727
6855,42,13727
170601,42,13727
7182,42,13727
4818,42,13727
167838,42,13727
47092,42,13727
83180,42,13727
163965,42,13727
71418,42,13727
1052,42,13727
39934,42,13727
67929,42,13727
2623,42,13727
2326,42,13727
7240,42,13727
8392,42,13727
175293,42,13727
82005,42,13727
199207,42,13727
170591,42,13727
89997,42,13727
89983,42,13727
7267,42,13727
72041,42,13727
4667,42,13727
121115,42,13727
149606,42,13727
3829,42,13727
1908,42,13727
55329,42,13727
185571,42,13727
55926,42,13727
40755,42,13727
796,42,13727
34032,42,13727
40752,42,13727
175673,42,13727
65315,42,13727
171227,42,13727
93473,42,13727
133169,42,13727
4940,42,13727
8518,42,13727
170253,42,13727
78585,41,13866
205661,41,13866
32928,41,13866
90341,41,13866
5551,41,13866
2218,41,13866
6499,41,13866
90730,41,13866
156783,41,13866
136642,41,13866
197709,41,13866
82360,41,13866
205054,41,13866
148058,41,13866
168408,41,13866
25785,41,13866
26589,41,13866
107537,41,13866
71184,41,13866
72037,41,13866
34466,41,13866
6438,41,13866
31158,41,13866
26277,41,13866
45521,41,13866
82240,41,13866
51314,41,13866
174407,41,13866
68153,41,13866
26314,41,13866
165823,41,13866
185999,41,13866
160674,41,13866
118248,41,13866
26141,41,13866
70175,41,13866
171467,41,13866
93803,41,13866
66246,41,13866
115705,41,13866
2845,41,13866
55854,41,13866
138808,41,13866
6129,41,13866
8427,41,13866
183323,41,13866
157432,41,13866
66339,41,13866
152545,41,13866
187001,41,13866
30742,41,13866
3850,41,13866
34548,41,13866
159163,41,13866
84128,41,13866
34800,41,13866
48193,41,13866
7583,41,13866
107137,41,13866
114659,41,13866
6415,41,13866
80111,41,13866
173735,41,13866
135266,41,13866
59435,41,13866
59485,41,13866
7390,41,13866
27544,41,13866
108797,41,13866
6688,41,13866
112381,41,13866
3657,41,13866
155966,41,13866
139608,41,13866
143410,41,13866
155970,41,13866
7196,41,13866
95002,41,13866
76709,41,13866
8803,41,13866
44611,41,13866
109953,41,13866
131826,41,13866
47538,41,13866
27736,41,13866
170213,41,13866
98587,41,13866
179005,41,13866
172825,41,13866
72874,41,13866
83457,41,13866
151951,41,13866
8687,41,13866
6637,41,13866
174017,41,13866
158092,41,13866
203375,41,13866
158003,41,13866
137563,41,13866
187309,41,13866
8743,41,13866
127,41,13866
56837,41,13866
72947,41,13866
88839,41,13866
197651,41,13866
5908,41,13866
79663,41,13866
171751,41,13866
2299,41,13866
53443,41,13866
27874,41,13866
78251,41,13866
100062,41,13866
78245,41,13866
200864,41,13866
197909,41,13866
47670,41,13866
33245,41,13866
80820,41,13866
135953,41,13866
161240,41,13866
102682,41,13866
141926,41,13866
6569,41,13866
167682,41,13866
90421,41,13866
26949,41,13866
26569,40,13994
70188,40,13994
62796,40,13994
77204,40,13994
166958,40,13994
7758,40,13994
107557,40,13994
171023,40,13994
1160,40,13994
113066,40,13994
27261,40,13994
82978,40,13994
2934,40,13994
1548,40,13994
142574,40,13994
93700,40,13994
27847,40,13994
26341,40,13994
7563,40,13994
93782,40,13994
71640,40,13994
119964,40,13994
168278,40,13994
7351,40,13994
134083,40,13994
7392,40,13994
105217,40,13994
117334,40,13994
120805,40,13994
168352,40,13994
141806,40,13994
167842,40,13994
199476,40,13994
53375,40,13994
31549,40,13994
140701,40,13994
116845,40,13994
71821,40,13994
112913,40,13994
5408,40,13994
136596,40,13994
70978,40,13994
86206,40,13994
103982,40,13994
139419,40,13994
1843,40,13994
51619,40,13994
127311,40,13994
60147,40,13994
190507,40,13994
56098,40,13994
115819,40,13994
69284,40,13994
6130,40,13994
